code,name,market,yahoo_symbol
ACNT,Ascent Industries Co. - Common Stock,us_stocks,ACNT
ACOG,Alpha Cognition Inc. - Common Stock,us_stocks,ACOG
ACON,"Aclarion, Inc. - Common Stock",us_stocks,ACON
ACONW,"Aclarion, Inc. - Warrant",us_stocks,ACONW
ACRS,"Aclaris Therapeutics, Inc. - Common Stock",us_stocks,ACRS
ACRV,"Acrivon Therapeutics, Inc. - Common Stock",us_stocks,ACRV
ACT,"Enact Holdings, Inc. - Common Stock",us_stocks,ACT
ACTG,Acacia Research Corporation - Common Stock,us_stocks,ACTG
ACTU,"Actuate Therapeutics, Inc. - Common stock",us_stocks,ACTU
ACWI,iShares MSCI ACWI ETF,us_stocks,ACWI
ACWX,iShares MSCI ACWI ex U.S. ETF,us_stocks,ACWX
ACXP,"Acurx Pharmaceuticals, Inc. - Common Stock",us_stocks,ACXP
ADAC,American Drive Acquisition Company - Class A Ordinary Shares,us_stocks,ADAC
ADACU,American Drive Acquisition Company - Units,us_stocks,ADACU
ADACW,American Drive Acquisition Company - Warrant,us_stocks,ADACW
ADAG,"Adagene Inc. - ADS, each representing 1.25 ordinary shares",us_stocks,ADAG
ADAM,"Adamas Trust, Inc. - Common Stock",us_stocks,ADAM
ADAMG,"Adamas Trust, Inc. - 9.125% Senior Notes Due 2030",us_stocks,ADAMG
ADAMH,"Adamas Trust, Inc. - 9.875% Senior Notes Due 2030",us_stocks,ADAMH
ADAMI,"Adamas Trust, Inc. - 9.125% Senior Notes Due 2029",us_stocks,ADAMI
ADAML,"Adamas Trust, Inc. - 6.875% Series F Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock, $0.01 par value per share",us_stocks,ADAML
ADAMM,"Adamas Trust, Inc. - 7.875% Series E Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock",us_stocks,ADAMM
ADAMN,"Adamas Trust, Inc. - 8.00% Series D Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock",us_stocks,ADAMN
ADAMO,"Adamas Trust, Inc. - 9.250% Senior Notes Due 2031",us_stocks,ADAMO
ADAMZ,"Adamas Trust, Inc. - 7.000% Series G Cumulative Redeemable Preferred Stock, $0.01 par value per share",us_stocks,ADAMZ
ADBE,Adobe Inc. - Common Stock,us_stocks,ADBE
ADBG,Leverage Shares 2X Long ADBE Daily ETF,us_stocks,ADBG
ADEA,Adeia Inc.  - Common Stock,us_stocks,ADEA
ADGM,"Adagio Medical Holdings, Inc - Common Stock",us_stocks,ADGM
ADI,"Analog Devices, Inc. - Common Stock",us_stocks,ADI
ADIL,"Adial Pharmaceuticals, Inc - Common Stock",us_stocks,ADIL
ADMA,ADMA Biologics Inc - Common Stock,us_stocks,ADMA
ADP,"Automatic Data Processing, Inc. - Common Stock",us_stocks,ADP
ADPT,Adaptive Biotechnologies Corporation - Common Stock,us_stocks,ADPT
ADSE,ADS-TEC ENERGY PLC - Ordinary Shares,us_stocks,ADSE
ADSEW,ADS-TEC ENERGY PLC - Warrant,us_stocks,ADSEW
ADSK,"Autodesk, Inc. - Common Stock",us_stocks,ADSK
ADTN,"ADTRAN Holdings, Inc. - Common Stock",us_stocks,ADTN
ADTX,"Aditxt, Inc. - Common Stock",us_stocks,ADTX
ADUR,Aduro Clean Technologies Inc. - Common Stock,us_stocks,ADUR
ADUS,Addus HomeCare Corporation - Common Stock,us_stocks,ADUS
ADV,Advantage Solutions Inc.  - Class A Common Stock,us_stocks,ADV
ADVB,Advanced Biomed Inc. - Common Stock,us_stocks,ADVB
ADXN,Addex Therapeutics Ltd - American Depositary Shares,us_stocks,ADXN
AEAQ,Activate Energy Acquisition Corp. - Class A Ordinary Share,us_stocks,AEAQ
AEAQU,Activate Energy Acquisition Corp. - Unit,us_stocks,AEAQU
AEAQW,Activate Energy Acquisition Corp. - Warrant,us_stocks,AEAQW
AEBI,Aebi Schmidt Holding AG - Common Stock,us_stocks,AEBI
AEC,Anfield Energy Inc. - Common Shares,us_stocks,AEC
AEHL,Antelope Enterprise Holdings Limited - Class A Ordinary Shares,us_stocks,AEHL
AEHR,Aehr Test Systems - Common Stock,us_stocks,AEHR
AEI,Alset Inc. - Common Stock,us_stocks,AEI
AEIS,"Advanced Energy Industries, Inc. - Common Stock",us_stocks,AEIS
AEMD,"Aethlon Medical, Inc. - Common Stock",us_stocks,AEMD
AENT,Alliance Entertainment Holding Corporation - common stock,us_stocks,AENT
AENTW,Alliance Entertainment Holding Corporation - Warrants,us_stocks,AENTW
AEP,"American Electric Power Company, Inc. - Common Stock",us_stocks,AEP
AERT,"Aeries Technology, Inc. - Class A Ordinary Share",us_stocks,AERT
AERTW,"Aeries Technology, Inc. - Warrant",us_stocks,AERTW
AESPU,Aeon Acquisition I Corp. - Units,us_stocks,AESPU
AEVA,"Aeva Technologies, Inc. - Common Stock",us_stocks,AEVA
AEYE,"AudioEye, Inc. - Common Stock",us_stocks,AEYE
AFBI,"Affinity Bancshares, Inc. - Common Stock",us_stocks,AFBI
AFCG,Advanced Flower Capital Inc. - Common Stock,us_stocks,AFCG
AFJK,"Aimei Health Technology Co., Ltd - Ordinary Share",us_stocks,AFJK
AFJKR,"Aimei Health Technology Co., Ltd - Right",us_stocks,AFJKR
AFJKU,"Aimei Health Technology Co., Ltd - Unit",us_stocks,AFJKU
AFOS,ARS Focused Opportunity Strategy ETF,us_stocks,AFOS
AFRI,Forafric Global PLC - Ordinary Shares,us_stocks,AFRI
AFRIW,Forafric Global PLC - Warrants,us_stocks,AFRIW
AFRM,"Affirm Holdings, Inc. - Class A Common Stock",us_stocks,AFRM
AFSC,abrdn Focused U.S. Small Cap Active ETF,us_stocks,AFSC
AFYA,Afya Limited - Class A Common Shares,us_stocks,AFYA
AGCC,Agencia Comercial Spirits Ltd - Class A Ordinary Share,us_stocks,AGCC
AGEM,abrdn Emerging Markets Dividend Active ETF,us_stocks,AGEM
AGEN,Agenus Inc. - Common Stock,us_stocks,AGEN
AGGA,EA Astoria Dynamic Core US Fixed Income ETF,us_stocks,AGGA
AGIO,"Agios Pharmaceuticals, Inc. - Common Stock",us_stocks,AGIO
AGIX,KraneShares Public-Private AI & Technology ETF,us_stocks,AGIX
AGMB,AgomAb Therapeutics NV - ADRs representing one common share.,us_stocks,AGMB
AGMH,AGM Group Holdings Inc. - Class A Ordinary Shares,us_stocks,AGMH
AGMI,Themes Silver Miners ETF,us_stocks,AGMI
AGNC,AGNC Investment Corp. - Common Stock,us_stocks,AGNC
AGNCL,"AGNC Investment Corp. - Depositary Shares Each Representing a 1/1,000th Interest in a Share of 7.75% Series G Fixed-Rate Reset Cumulative Redeemable Preferred Stock",us_stocks,AGNCL
AGNCM,AGNC Investment Corp. - Depositary Shares rep 6.875% Series D Fixed-to-Floating Cumulative Redeemable Preferred Stock,us_stocks,AGNCM
AGNCN,"AGNC Investment Corp. - Depositary Shares Each Representing a 1/1,000th Interest in a Share of 7.00% Series C Fixed-To-Floating Rate Cumulative Redeemable Preferred Stock",us_stocks,AGNCN
AGNCO,"AGNC Investment Corp. - Depositary Shares, each representing a 1/1,000th interest in a share of Series E Fixed-to-Floating Cumulative Redeemable Preferred Stock",us_stocks,AGNCO
AGNCP,"AGNC Investment Corp. - Depositary Shares Each Representing a 1/1,000th Interest in a Share of 6.125% Series F Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock",us_stocks,AGNCP
AGNCZ,"AGNC Investment Corp. - Depositary Shares Each Representing a 1/1,000th Interest in a Share of 8.75% Series H Fixed-Rate Cumulative Redeemable Preferred Stock",us_stocks,AGNCZ
AGNG,Global X Aging Population ETF,us_stocks,AGNG
AGNT,"eXp World Holdings, Inc. - Common Stock",us_stocks,AGNT
AGPU,Axe Compute Inc. - Common Stock,us_stocks,AGPU
AGRZ,Agroz Inc. - Ordinary Shares,us_stocks,AGRZ
AGYS,"Agilysys, Inc. - Common Stock",us_stocks,AGYS
AGZD,WisdomTree Interest Rate Hedged U.S. Aggregate Bond Fund,us_stocks,AGZD
AHCO,AdaptHealth Corp.  - Common Stock,us_stocks,AHCO
AHD,GraniteShares Autocallable HOOD ETF,us_stocks,AHD
AHG,Akso Health Group - American Depositary Shares,us_stocks,AHG
AHMA,Ambitions Enterprise Management Co. L.L.C - Class A Ordinary Shares,us_stocks,AHMA
AIA,iShares Asia 50 ETF,us_stocks,AIA
AIAI,AIAI Holdings Corporation - Class A common stock,us_stocks,AIAI
AIDX,"20/20 Biolabs, Inc. - Common Stock",us_stocks,AIDX
AIFA,"All In FutureTech Alliance, Inc. - Common Stock",us_stocks,AIFA
AIFC,AI Financial Corporation - Common Stock,us_stocks,AIFC
AIFD,TCW Artificial Intelligence ETF,us_stocks,AIFD
AIFF,"Firefly Neuroscience, Inc.  - Common Stock",us_stocks,AIFF
AIFU,AIFU Inc. - Class A Ordinary Share,us_stocks,AIFU
AIHS,Senmiao Technology Limited - Common Stock,us_stocks,AIHS
AIIO,Robo.ai Inc. - Class B Ordinary Shares,us_stocks,AIIO
AIIOW,Robo.ai Inc. - Warrant,us_stocks,AIIOW
AIIR,Air Global PLC - Ordinary shares,us_stocks,AIIR
AIMD,"Ainos, Inc. - Common Stock",us_stocks,AIMD
AIMDW,"Ainos, Inc. - warrants",us_stocks,AIMDW
AIMS,Acuitas Small Cap Active ETF,us_stocks,AIMS
AIOS,AIOS Tech Inc. - Class A Common Shares,us_stocks,AIOS
AIOT,"PowerFleet, Inc. - Common Stock",us_stocks,AIOT
AIP,"Arteris, Inc.  - Common Stock",us_stocks,AIP
AIPI,REX AI Equity Premium Income ETF,us_stocks,AIPI
AIPO,Defiance AI & Power Infrastructure ETF,us_stocks,AIPO
AIQ,Global X Artificial Intelligence & Technology ETF,us_stocks,AIQ
AIRE,reAlpha Tech Corp. - Common Stock,us_stocks,AIRE
AIRG,"Airgain, Inc. - Common Stock",us_stocks,AIRG
AIRJ,AirJoule Technologies Corporation - Class A Common Stock,us_stocks,AIRJ
AIRJW,AirJoule Technologies Corporation - Warrant,us_stocks,AIRJW
AIRO,"AIRO Group Holdings, Inc. - Common Stock",us_stocks,AIRO
AIRR,First Trust RBA American Industrial Renaissance ETF,us_stocks,AIRR
AIRS,"AirSculpt Technologies, Inc. - Common Stock",us_stocks,AIRS
AIRT,"Air T, Inc. - Common Stock",us_stocks,AIRT
AIRTP,"Air T, Inc. - Trust Preferred Securities",us_stocks,AIRTP
AISP,"Airship AI Holdings, Inc - Class A Common Stock",us_stocks,AISP
AISPW,"Airship AI Holdings, Inc - Warrants",us_stocks,AISPW
AIXC,"AIxCrypto Holdings, Inc. - Common Stock",us_stocks,AIXC
AIXI,XIAO-I Corporation - American Depositary Shares,us_stocks,AIXI
AKAM,"Akamai Technologies, Inc. - Common Stock",us_stocks,AKAM
AKAN,Akanda Corp. - Common Shares,us_stocks,AKAN
AKBA,"Akebia Therapeutics, Inc. - Common Stock",us_stocks,AKBA
AKTS,"Aktis Oncology, Inc. - Common stock",us_stocks,AKTS
AKTX,Akari Therapeutics Plc - American Depositary Shares,us_stocks,AKTX
ALAB,"Astera Labs, Inc. - Common Stock",us_stocks,ALAB
ALAR,Alarum Technologies Ltd. - American Depositary Shares,us_stocks,ALAR
ALBG,Leverage Shares 2X Long ALB Daily ETF,us_stocks,ALBG
ALBT,Avalon GloboCare Corp. - Common Stock,us_stocks,ALBT
ALCO,"Alico, Inc. - Common Stock",us_stocks,ALCO
ALDF,Aldel Financial II Inc. - Class A Ordinary Shares,us_stocks,ALDF
ALDFU,Aldel Financial II Inc. - Units,us_stocks,ALDFU
ALDFW,Aldel Financial II Inc. - Warrants,us_stocks,ALDFW
ALDX,"Aldeyra Therapeutics, Inc. - Common Stock",us_stocks,ALDX
ALEC,"Alector, Inc. - Common Stock",us_stocks,ALEC
ALF,Centurion Acquisition Corp. - Class A Ordinary Shares,us_stocks,ALF
ALFUU,Centurion Acquisition Corp. - Unit,us_stocks,ALFUU
ALFUW,Centurion Acquisition Corp. - Warrant,us_stocks,ALFUW
ALGM,"Allegro MicroSystems, Inc. - Common Stock",us_stocks,ALGM
ALGN,"Align Technology, Inc. - Common Stock",us_stocks,ALGN
ALGS,"Aligos Therapeutics, Inc. - Common stock",us_stocks,ALGS
ALGT,Allegiant Travel Company - Common Stock,us_stocks,ALGT
ALHC,"Alignment Healthcare, Inc. - Common Stock",us_stocks,ALHC
ALIL,Argent Focused Small Cap ETF,us_stocks,ALIL
ALIS,Calisa Acquisition Corp - Ordinary shares,us_stocks,ALIS
ALISR,Calisa Acquisition Corp - Right,us_stocks,ALISR
ALISU,Calisa Acquisition Corp - Units,us_stocks,ALISU
ALKS,Alkermes plc - Ordinary Shares,us_stocks,ALKS
ALKT,"Alkami Technology, Inc. - Common Stock",us_stocks,ALKT
ALLO,"Allogene Therapeutics, Inc. - Common Stock",us_stocks,ALLO
ALLR,"Allarity Therapeutics, Inc. - Common stock",us_stocks,ALLR
ALLT,Allot Ltd. - Ordinary Shares,us_stocks,ALLT
ALLW,State Street Bridgewater All Weather ETF,us_stocks,ALLW
ALM,Almonty Industries Inc. - Common Shares,us_stocks,ALM
ALMR,"Alamar Biosciences, Inc. - Class A common stock",us_stocks,ALMR
ALMS,Alumis Inc. - Common Stock,us_stocks,ALMS
ALMU,"Aeluma, Inc. - Common Stock",us_stocks,ALMU
ALNT,Allient Inc. - Common Stock,us_stocks,ALNT
ALNY,"Alnylam Pharmaceuticals, Inc. - Common Stock",us_stocks,ALNY
ALOT,"AstroNova, Inc. - Common Stock",us_stocks,ALOT
ALOV,"Aldabra 4 Liquidity Opportunity Vehicle, Inc. - Class A Ordinary Shares",us_stocks,ALOV
ALOVU,"Aldabra 4 Liquidity Opportunity Vehicle, Inc. - Units",us_stocks,ALOVU
ALOVW,"Aldabra 4 Liquidity Opportunity Vehicle, Inc. - Warrants",us_stocks,ALOVW
ALOY,REalloys Inc. - Common Stock,us_stocks,ALOY
ALP,Alpha Compute Corp  - Common Stock,us_stocks,ALP
ALPS,ALPS Group Inc - Ordinary Share,us_stocks,ALPS
ALRM,"Alarm.com Holdings, Inc. - Common Stock",us_stocks,ALRM
ALRS,Alerus Financial Corporation - Common Stock,us_stocks,ALRS
ALT,"Altimmune, Inc. - Common Stock",us_stocks,ALT
ALTI,"AlTi Global, Inc. - Class A Common Stock",us_stocks,ALTI
ALTO,"Alto Ingredients, Inc. - Common Stock",us_stocks,ALTO
ALTY,Global X Alternative Income ETF,us_stocks,ALTY
ALVO,Alvotech - Ordinary Shares,us_stocks,ALVO
ALVOW,Alvotech - Warrant,us_stocks,ALVOW
ALXO,ALX Oncology Holdings Inc. - Common Stock,us_stocks,ALXO
ALZN,"Alzamend Neuro, Inc. - Common Stock",us_stocks,ALZN
AMA,Defiance Daily Target 2X Long AMAT ETF,us_stocks,AMA
AMAL,Amalgamated Financial Corp. - Common Stock,us_stocks,AMAL
AMAN,Amanat Acquisition Corp - Class A Ordinary Shares,us_stocks,AMAN
AMAT,"Applied Materials, Inc. - Common Stock",us_stocks,AMAT
AMBA,"Ambarella, Inc. - Ordinary Shares",us_stocks,AMBA
AMBR,Amber International Holding Limited - American Depositary Shares,us_stocks,AMBR
AMCI,AMC Robotics Corporation - Common Stock,us_stocks,AMCI
AMCX,AMC Global Media Inc. - Class A Common Stock,us_stocks,AMCX
AMD,"Advanced Micro Devices, Inc. - Common Stock",us_stocks,AMD
AMDD,Direxion Daily AMD Bear 1X ETF,us_stocks,AMDD
AMDG,Leverage Shares 2X Long AMD Daily ETF,us_stocks,AMDG
AMDL,GraniteShares 2x Long AMD Daily ETF,us_stocks,AMDL
AMGN,Amgen Inc. - Common Stock,us_stocks,AMGN
AMID,Argent Mid Cap ETF,us_stocks,AMID
AMIX,"Autonomix Medical, Inc. - Common Stock",us_stocks,AMIX
AMKR,"Amkor Technology, Inc. - Common Stock",us_stocks,AMKR
AMLX,"Amylyx Pharmaceuticals, Inc. - Common Stock",us_stocks,AMLX
AMOD,"Alpha Modus Holdings, Inc. - Class A Common Stock",us_stocks,AMOD
AMODW,"Alpha Modus Holdings, Inc. - Warrant",us_stocks,AMODW
AMPG,"Amplitech Group, Inc. - Common Stock",us_stocks,AMPG
AMPGR,"Amplitech Group, Inc. - Series A Right",us_stocks,AMPGR
AMPGZ,"Amplitech Group, Inc. - Series B Right",us_stocks,AMPGZ
AMPH,"Amphastar Pharmaceuticals, Inc. - Common Stock",us_stocks,AMPH
AMPL,"Amplitude, Inc. - Class A Common Stock",us_stocks,AMPL
AMRN,Amarin Corporation plc - American Depositary Shares,us_stocks,AMRN
AMRX,"Amneal Pharmaceuticals, Inc. - Class A Common Stock",us_stocks,AMRX
AMSC,American Superconductor Corporation - Common Stock,us_stocks,AMSC
AMSF,"AMERISAFE, Inc. - Common Stock",us_stocks,AMSF
AMSS,AMASS Brands Inc. - Common Stock,us_stocks,AMSS
AMST,Amesite Inc. - Common Stock,us_stocks,AMST
AMTX,"Aemetis, Inc - Common Stock",us_stocks,AMTX
AMUN,abrdn Ultra Short Municipal Income Active ETF,us_stocks,AMUN
AMUU,Direxion Daily AMD Bull 2X ETF,us_stocks,AMUU
AMYY,GraniteShares YieldBOOST AMD ETF,us_stocks,AMYY
AMZD,Direxion Daily AMZN Bear 1X ETF,us_stocks,AMZD
AMZN,"Amazon.com, Inc. - Common Stock",us_stocks,AMZN
AMZU,Direxion Daily AMZN Bull 2X ETF,us_stocks,AMZU
AMZZ,GraniteShares 2x Long AMZN Daily ETF,us_stocks,AMZZ
ANAB,"AnaptysBio, Inc. - Common Stock",us_stocks,ANAB
ANDE,"The Andersons, Inc. - Common Stock",us_stocks,ANDE
ANEL,Defiance Daily Target 2x Long ANET ETF,us_stocks,ANEL
ANGH,Anghami Inc. - Ordinary Shares,us_stocks,ANGH
ANGHW,Anghami Inc. - Warrants,us_stocks,ANGHW
ANGI,Angi Inc. - Class A Common Stock,us_stocks,ANGI
ANGL,VanEck Fallen Angel High Yield Bond ETF,us_stocks,ANGL
ANGO,"AngioDynamics, Inc. - Common Stock",us_stocks,ANGO
ANIK,Anika Therapeutics Inc. - Common Stock,us_stocks,ANIK
ANIP,"ANI Pharmaceuticals, Inc. - Common Stock",us_stocks,ANIP
ANIX,"Anixa Biosciences, Inc. - Common Stock",us_stocks,ANIX
ANL,Adlai Nortye Ltd. - American Depositary Shares,us_stocks,ANL
ANNA,"AleAnna, Inc. - Class A Common Stock",us_stocks,ANNA
ANNAW,"AleAnna, Inc. - Warrant",us_stocks,ANNAW
ANNX,"Annexon, Inc. - common stock",us_stocks,ANNX
ANPA,Rich Sparkle Holdings Limited - Ordinary Shares,us_stocks,ANPA
ANSC,Agriculture & Natural Solutions Acquisition Corporation - Class A Ordinary Shares,us_stocks,ANSC
ANSCU,Agriculture & Natural Solutions Acquisition Corporation - Unit,us_stocks,ANSCU
ANSCW,Agriculture & Natural Solutions Acquisition Corporation - Warrant,us_stocks,ANSCW
ANTA,Antalpha Platform Holding Company - Class A Ordinary Shares,us_stocks,ANTA
ANTX,"AN2 Therapeutics, Inc. - Common Stock",us_stocks,ANTX
ANV,GraniteShares Autocallable NVDA ETF,us_stocks,ANV
ANY,Sphere 3D Corp. - Common Shares,us_stocks,ANY
AOHY,Angel Oak High Yield Opportunities ETF,us_stocks,AOHY
AOSL,Alpha and Omega Semiconductor Limited - Common Shares,us_stocks,AOSL
AOTG,AOT Growth and Innovation ETF,us_stocks,AOTG
AOUT,"American Outdoor Brands, Inc. - Common Stock",us_stocks,AOUT
APA,APA Corporation - Common Stock,us_stocks,APA
APAC,StoneBridge Acquisition II Corporation - Class A Ordinary Shares,us_stocks,APAC
APACR,StoneBridge Acquisition II Corporation - Rights,us_stocks,APACR
APACU,StoneBridge Acquisition II Corporation - Units,us_stocks,APACU
APC,ARKO Petroleum Corp. - Class A Common Stock,us_stocks,APC
APEI,"American Public Education, Inc. - Common Stock",us_stocks,APEI
APGE,"Apogee Therapeutics, Inc. - Common Stock",us_stocks,APGE
API,"Agora, Inc. - ADS",us_stocks,API
APLD,Applied Digital Corporation - Common Stock,us_stocks,APLD
APLM,Apollomics Inc. - Class A Ordinary Shares,us_stocks,APLM
APLMW,Apollomics Inc. - Warrant,us_stocks,APLMW
APM,Aptorum Group Limited - Class A Ordinary Shares,us_stocks,APM
APMCU,AmperCap Acquisition Company - Unit,us_stocks,APMCU
APOG,"Apogee Enterprises, Inc. - Common Stock",us_stocks,APOG
APP,Applovin Corporation - Class A Common Stock,us_stocks,APP
APPF,"AppFolio, Inc. - Class A Common Stock",us_stocks,APPF
APPN,Appian Corporation - Class A Common Stock,us_stocks,APPN
APPS,"Digital Turbine, Inc. - Common Stock",us_stocks,APPS
APPX,Tradr 2X Long APP Daily ETF,us_stocks,APPX
APRE,"Aprea Therapeutics, Inc. - Common Stock",us_stocks,APRE
APURU,Aperture AC - Units,us_stocks,APURU
APVO,Aptevo Therapeutics Inc. - Common Stock,us_stocks,APVO
APWC,"Asia Pacific Wire & Cable Corporation Limited  - Common shares, Par value .01 per share",us_stocks,APWC
APXT,Apex Treasury Corporation - Class A Ordinary Share,us_stocks,APXT
APXTU,Apex Treasury Corporation - Units,us_stocks,APXTU
APXTW,Apex Treasury Corporation - Warrants,us_stocks,APXTW
APYX,Apyx Medical Corporation - Common Stock,us_stocks,APYX
AQB,"AquaBounty Technologies, Inc. - Common Stock",us_stocks,AQB
AQMS,"Aqua Metals, Inc. - Common Stock",us_stocks,AQMS
AQST,"Aquestive Therapeutics, Inc. - Common Stock",us_stocks,AQST
AQWA,Global X Clean Water ETF,us_stocks,AQWA
ARAI,Arrive AI Inc. - Common Stock,us_stocks,ARAI
ARAY,Accuray Incorporated - Common Stock,us_stocks,ARAY
ARBB,ARB IOT Group Limited - Ordinary Shares,us_stocks,ARBB
ARBE,Arbe Robotics Ltd. - Ordinary Shares,us_stocks,ARBE
ARBEW,Arbe Robotics Ltd. - Warrant,us_stocks,ARBEW
ARBK,Argo Blockchain plc - American Depositary Shares,us_stocks,ARBK
ARCB,ArcBest Corporation - Common Stock,us_stocks,ARCB
ARCC,Ares Capital Corporation - Closed End Fund,us_stocks,ARCC
ARCI,Archimedes Tech SPAC Partners III Co. - Ordinary Share,us_stocks,ARCI
ARCIU,Archimedes Tech SPAC Partners III Co. - Unit,us_stocks,ARCIU
ARCIW,Archimedes Tech SPAC Partners III Co. - Warrant,us_stocks,ARCIW
ARCL,ARC Group Acquisition I Corp - Class A Ordinary Shares,us_stocks,ARCL
